Full Name,Attribute Name,Entity Name,Business Name,Acronym,Full Term
oracle.npofe02p.ods.rua_stg_loan_contracts.ccid_gl_cd_for_res,Ccid/Gl Code For Reserves,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Code Combination Identification/General Ledger Code For Reserves,CCID/GL,Code Combination Identification/General Ledger
oracle.npofe02p.ods.ods_rwa_stg_investments_adj.n_cdo_buckets,Cdo Buckets,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE INVESTMENTS ADJUSTMENT,Collateralized Debt Obligation Buckets,CDO,Collateralized Debt Obligation
oracle.npofe02p.ods.ods_rwa_stg_investments.n_cdo_buckets,Cdo Buckets,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE INVESTMENTS,Collateralized Debt Obligation Buckets,CDO,Collateralized Debt Obligation
oracle.npofe02p.ods.ods_rbi_stg_investments.n_cdo_buckets,Cdo Buckets,OPERATIONAL DATA STORE RBI STAGE INVESTMENTS,Collateralized Debt Obligation Buckets,CDO,Collateralized Debt Obligation
oracle.npofe02p.ods.rua_stg_instrmnt_contrct_mstr.n_cdo_buckets,Cdo Buckets,RESTATEMENT UTILITY APPLICATION STAGE INSTRUMENT CONTRACT MASTER,Collateralized Debt Obligation Buckets,CDO,Collateralized Debt Obligation
oracle.npofe02p.ods.trsy_acct.cbu_ds,Cbu Description,TREASURY ACCOUNT,Commercial Business Unit Description,CBU,Commercial Business Unit
oracle.npofe02p.ods.land_mexico_lac_cashfl_da.cbu_tx,Cbu Text,LANDING MEXICO LATIN AMERICA AND CARIBBEAN CASH FLOW DATA,Commercial Business Unit Text,CBU,Commercial Business Unit
oracle.npofe02p.ods.rua_stg_product_master.v_cusip_id,Annuity Cusip Identifier,RESTATEMENT UTILITY APPLICATION STAGE PRODUCT MASTER,Annuity Committee on Uniform Security Identification Procedure Identifier,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rua_fdi_stg_product_master.v_cusip_id,Annuity Cusip Identifier,RESTATEMENT UTILITY APPLICATION FDI STAGE PRODUCT MASTER,Annuity Committee on Uniform Security Identification Procedure Identifier,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.mexico_tds_da_landing.cusip_dtl_id,Cusip Details Identifier,MEXICO TREASURY DATA STORE DATA LANDING,Committee on Uniform Security Identification Procedure Details Identifier,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rua_stg_instrmnt_contrct_mstr.v_cusip_id,Cusip Identifier,RESTATEMENT UTILITY APPLICATION STAGE INSTRUMENT CONTRACT MASTER,Annuity Committee on Uniform Security Identification Procedure Identifier,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.famus_rrd_borrowings_landing.cusip_isn_tx,Cusip Isn Text,FINANCE AUTOMATED MANUAL UPLOAD SYSTEM REGULATORY REPORTING DELIVERY BORROWINGS LANDING,Committee on Uniform Security Identification Procedure Initial Sequence Number Text,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_cmn_debt.cusip_no,Cusip Number,OPERATIONAL DATA STORE COMMON DEBT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rwa_stg_mitigants.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE MITIGANTS,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rwa_stg_mitigants_adj.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE MITIGANTS ADJUSTMENT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rua_stg_forwards.v_cusip_number,Cusip Number,RESTATEMENT UTILITY APPLICATION STAGE FORWARDS CONTRACT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.intl_ods_rr_stage_bill_cntrct.v_cusip_number,Cusip Number,INTERNATIONAL OPERATIONAL DATA STORE RR STAGE BILL CONTRACT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rwa_stg_swaps_contracts.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE SWAPS CONTRACTS,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rwa_stg_equity_exp_r.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE EQUITY EXPOSURES RETROFIT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.intl_ods_bill_cntrct.cusip_no,Cusip Number,INTERNATIONAL OPERATIONAL DATA STORE BILL CONTRACT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rwa_stg_investments_adj.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE INVESTMENTS ADJUSTMENT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.intl_borrowings.cusip_no,Cusip Number,INTERNATIONAL OPERATIONAL DATA STORE BORROWING,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rwa_stg_equ_exp_adj.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE EQUITY EXPOSURES ADJUSTMENT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rwa_stg_investments.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE INVESTMENTS,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rua_stg_fx_contracts.v_cusip_number,Cusip Number,RESTATEMENT UTILITY APPLICATION STAGE FOREIGN EXCHANGE CONTRACTS,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.tms_landing_debt_day_bal.cusip_no,Cusip Number,TMS LANDING DEBT DAILY BALANCE,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rr_stg_mm_contracts.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RR STAGE MONEY MARKET CONTRACTS,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.intl_pre_quantum_bill_cntrct.cusip_no,Cusip Number,INTERNATIONAL PRE-STAGE QUANTUM BILL CONTRACT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.intl_ods_rr_stg_borrowings.v_cusip_number,Cusip Number,INTERNATIONAL OPERATIONAL DATA STORE RR STAGE BORROWING,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.intl_pre_long_term_invst.cusip_no,Cusip Number,INTERNATIONAL PRE-STAGE LONG TERM INVESTMENT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rwa_stg_swaps_cont_adj.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE SWAPS CONTRACTS ADJUSTMENT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rep_pre_invst_secr_cash.cusip_no,Cusip Number,REPLICATE PRE-STAGE INVESTMENT SECURITY CASH,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rwa_stg_equity_exp.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE EQUITY EXPOSURES,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.intl_ods_long_term_invst.cusip_no,Cusip Number,INTERNATIONAL OPERATIONAL DATA STORE LONG TERM INVESTMENT,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.ods_rbi_stg_investments.v_cusip_number,Cusip Number,OPERATIONAL DATA STORE RBI STAGE INVESTMENTS,Committee on Uniform Security Identification Procedure Number,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.pre_bcd_term_dep_cntrct.cusip_txt,Cusip Text,PRE-STAGE BROKERCD TERM DEPOSIT CONTRACTS,Committee on Uniform Security Identification Procedure Text,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.term_dep_cntrct_bal.cusip_tx,Cusip Text,TERM DEPOSIT CONTRACT BALANCE,Committee on Uniform Security Identification Procedure Text,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.otc_deriv_cltrl.cusip_txt,Cusip Text,ONE TIME CHARGE DERIVATIVE COLLATERAL,Committee on Uniform Security Identification Procedure Text,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.stg_tss_otc_deriv_cltrl.cusip_tx,Cusip Text,STAGE TSS ONE TIME CHARGE DERIVATIVE COLLATERAL,Committee on Uniform Security Identification Procedure Text,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rep_pre_tss_otc_deriv_cltrl.cusip_tx,Cusip Text,REPLICATE PRE-STAGE TSS ONE TIME CHARGE DERIVATIVE COLLATERAL,Committee on Uniform Security Identification Procedure Text,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rep_stg_tss_otc_deriv_cltrl.cusip_tx,Cusip Text,REPLICATE STAGE TSS ONE TIME CHARGE DERIVATIVE COLLATERAL,Committee on Uniform Security Identification Procedure Text,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.pre_tss_otc_deriv_cltrl.cusip_tx,Cusip Text,PRE-STAGE TSS ONE TIME CHARGE DERIVATIVE COLLATERAL,Committee on Uniform Security Identification Procedure Text,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rep_otc_deriv_cltrl.cusip_txt,Cusip Text,REPLICATE ONE TIME CHARGE DERIVATIVE COLLATERAL,Committee on Uniform Security Identification Procedure Text,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rua_stg_party_master.v_issuer_cusip,Issuer Cusip,RESTATEMENT UTILITY APPLICATION STAGE PARTY MASTER,Issuer Committee on Uniform Security Identification Procedure,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.rua_stg_party_master.v_primry_stock_exch_cusip_code,Primary Exchange Cusip Code,RESTATEMENT UTILITY APPLICATION STAGE PARTY MASTER,Primary Exchange Committee on Uniform Security Identification Procedure Code,CUSIP,Committee on Uniform Security Identification Procedure
oracle.npofe02p.ods.equty_expsr_adj.coli_boli_acct_cd,Coli Boli Account Code,EQUITY EXPOSURE ADJUSTMENT,Company-Owned Liability Insurance Bank-Owned Liability Insurance Account Code,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.equty_mo_end_expsr.coli_boli_acct_cd,Coli Boli Account Code,EQUITY MONTH END EXPOSURE,Company-Owned Liability Insurance Bank-Owned Liability Insurance Account Code,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.pre_mnl_equty_adj.coli_boli_acct_cd,Coli Boli Account Code,PRE-STAGE MANUAL EQUITY ADJUSTMENT,Company-Owned Liability Insurance Bank-Owned Liability Insurance Account Code,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.pre_equty_gef_mo_end_expsr.coli_boli_acct_cd,Coli Boli Account Code,PRE-STAGE EQUITY GLOBAL ELECTRONIC FUNDS MONTH END EXPOSURE,Company-Owned Liability Insurance Bank-Owned Liability Insurance Account Code,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.pre_bs_mnl_equty_adj.coli_boli_acct_cd,Coli Boli Account Code,PRE-STAGE BANK STATEMENT MANUAL EQUITY ADJUSTMENT,Company-Owned Liability Insurance Bank-Owned Liability Insurance Account Code,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.pre_equty_crd_mo_end_expsr.coli_boli_acct_cd,Coli Boli Account Code,PRE-STAGE EQUITY CARD MONTH END EXPOSURE,Company-Owned Liability Insurance Bank-Owned Liability Insurance Account Code,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.equty_mo_end_expsr_r.coli_boli_acct_cd,Coli Boli Account Code,EQUITY MONTH END EXPOSURE RETROFIT,Company-Owned Liability Insurance Bank-Owned Liability Insurance Account Code,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.pre_equty_crd_mo_end_expsr.coli_in,Coli Indicator,PRE-STAGE EQUITY CARD MONTH END EXPOSURE,Company-Owned Liability Insurance Indicator,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.pre_equty_gef_mo_end_expsr.coli_in,Coli Indicator,PRE-STAGE EQUITY GLOBAL ELECTRONIC FUNDS MONTH END EXPOSURE,Company-Owned Liability Insurance Indicator,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.equty_mo_end_expsr.coli_in,Coli Indicator,EQUITY MONTH END EXPOSURE,Company-Owned Liability Insurance Indicator,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.equty_mo_end_expsr_r.coli_in,Coli Indicator,EQUITY MONTH END EXPOSURE RETROFIT,Company-Owned Liability Insurance Indicator,COLI,Company-Owned Liability Insurance
oracle.npofe02p.ods.ods_rwa_stg_equity_exp_r.f_coli_boli_ind,Coli/Boli Indicator,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE EQUITY EXPOSURES RETROFIT,Company-Owned Liability Insurance/Bank-Owned Liability Insurance Indicator,COLI/BOLI,Company-Owned Liability Insurance/Bank-Owned Liability Insurance
oracle.npofe02p.ods.ods_rwa_stg_equ_exp_adj.f_coli_boli_ind,Coli/Boli Indicator,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE EQUITY EXPOSURES ADJUSTMENT,Company-Owned Liability Insurance/Bank-Owned Liability Insurance Indicator,COLI/BOLI,Company-Owned Liability Insurance/Bank-Owned Liability Insurance
oracle.npofe02p.ods.ods_rwa_stg_equity_exp.f_coli_boli_ind,Coli/Boli Indicator,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE EQUITY EXPOSURES,Company-Owned Liability Insurance/Bank-Owned Liability Insurance Indicator,COLI/BOLI,Company-Owned Liability Insurance/Bank-Owned Liability Insurance
oracle.npofe02p.ods.ods_rwa_stg_equity_exp.f_coli_boli_sep_acct_ind,Coli/Boli - Separate Account Indicator,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE EQUITY EXPOSURES,Company-Owned Liability Insurance/Bank-Owned Liability Insurance - Separate Account Indicator,COLI/BOLI,Company-Owned Liability Insurance/Bank-Owned Liability Insurance
oracle.npofe02p.ods.ods_rwa_stg_equ_exp_adj.f_coli_boli_sep_acct_ind,Coli/Boli - Separate Account Indicator,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE EQUITY EXPOSURES ADJUSTMENT,Company-Owned Liability Insurance/Bank-Owned Liability Insurance - Separate Account Indicator,COLI/BOLI,Company-Owned Liability Insurance/Bank-Owned Liability Insurance
oracle.npofe02p.ods.ods_rwa_stg_equity_exp_r.f_coli_boli_sep_acct_ind,Coli/Boli - Separate Account Indicator,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE EQUITY EXPOSURES RETROFIT,Company-Owned Liability Insurance/Bank-Owned Liability Insurance - Separate Account Indicator,COLI/BOLI,Company-Owned Liability Insurance/Bank-Owned Liability Insurance
oracle.npofe02p.ods.rua_stg_fx_contracts.v_cic_code,Cic Code,RESTATEMENT UTILITY APPLICATION STAGE FOREIGN EXCHANGE CONTRACTS,Complementary Identification Code Code,CIC,Complementary Identification Code
oracle.npofe02p.ods.ods_rr_stg_mm_contracts.v_cic_code,Cic Code,OPERATIONAL DATA STORE RR STAGE MONEY MARKET CONTRACTS,Complementary Identification Code Code,CIC,Complementary Identification Code
oracle.npofe02p.ods.rua_stg_loan_contracts.v_cic_code,Cic Code,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Complementary Identification Code Code,CIC,Complementary Identification Code
oracle.npofe02p.ods.rua_stg_instrmnt_contrct_mstr.cic_code,Cic Code,RESTATEMENT UTILITY APPLICATION STAGE INSTRUMENT CONTRACT MASTER,Complementary Identification Code Code,CIC,Complementary Identification Code
oracle.npofe02p.ods.fin_inst_idn_acct_ecl.cecl12_mo_wt_avg_ccar_pd_rt,Cecl12 Month Weighted Average Ccar Pd Rate,FINANCIAL INSTITUTION INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Current Expected Credit Loss 12 Month Weighted Average Comprehensive Capital Analysis And Review (CCAR) Probability Of Default Rate,CCAR,Comprehensive Capital Analysis And Review (CCAR)
oracle.npofe02p.ods.pre_idn_acct_ecl.cecl12_mo_wt_avg_ccar_pd_rt,Cecl12 Month Weighted Average Ccar Pd Rate,PRE-STAGE INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Current Expected Credit Loss 12 Month Weighted Average Comprehensive Capital Analysis And Review (CCAR) Probability Of Default Rate,CCAR,Comprehensive Capital Analysis And Review (CCAR)
oracle.npofe02p.ods.fin_inst_idn_acct_ecl.ifrs912_mo_wt_avg_ccar_pd_rt,Ifrs912 Month Weighted Average Ccar Pd Rate,FINANCIAL INSTITUTION INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,International Financial Reporting Standards 912 Month Weighted Average Comprehensive Capital Analysis And Review (CCAR) Probability Of Default Rate,CCAR,Comprehensive Capital Analysis And Review (CCAR)
oracle.npofe02p.ods.pre_idn_acct_ecl.ifrs912_mo_wt_avg_ccar_pd_rt,Ifrs912 Month Weighted Average Ccar Pd Rate,PRE-STAGE INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,International Financial Reporting Standards 912 Month Weighted Average Comprehensive Capital Analysis And Review (CCAR) Probability Of Default Rate,CCAR,Comprehensive Capital Analysis And Review (CCAR)
oracle.npofe02p.ods.ods_rwa_stg_cards.v_crm_coverage_flag,Crm Coverage Flag,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE CARDS,Comprehensive Risk Measure Coverage Flag,CRM,Comprehensive Risk Measure
oracle.npofe02p.ods.ods_rwa_stg_non_sec_exp.n_lgd_percent_post_crm,Lgd Percent Post Crm,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE NON SECURITY AND EXCHANGE COMMISSION EXPOSURES,Loss Given Default Percent Post Comprehensive Risk Measure,CRM,Comprehensive Risk Measure
oracle.npofe02p.ods.ods_rwa_stg_non_sec_exp_adj.n_lgd_percent_post_crm,Lgd Percent Post Crm,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE NON SECURITY AND EXCHANGE COMMISSION EXPOSURES ADJUSTMENT,Loss Given Default Percent Post Comprehensive Risk Measure,CRM,Comprehensive Risk Measure
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_cecl_lgd_percent_pre_crm,N Cecl Lgd Percent Pre Crm,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,Current Expected Credit Loss Loss Given Default Percent Pre Comprehensive Risk Measure,CRM,Comprehensive Risk Measure
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_lgd_percent_pre_crm,N Ifrs Lgd Percent Pre Crm,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Loss Given Default Percent Pre Comprehensive Risk Measure,CRM,Comprehensive Risk Measure
oracle.npofe02p.ods.stg_cards.n_lgd_percent_pre_crm,N Lgd Percent Pre Crm,STAGE CARDS,Loss Given Default,CRM,Comprehensive Risk Measure
oracle.npofe02p.ods.stg_cards_agg.n_lgd_percent_pre_crm,N Lgd Percent Pre Crm,STAGE CARDS AGGREGATION,Loss Given Default,CRM,Comprehensive Risk Measure
oracle.npofe02p.ods.stg_cards.v_crm_approach,V Crm Approach,STAGE CARDS,Credit Risk Mitigation Approach,CRM,Comprehensive Risk Measure
oracle.npofe02p.ods.stg_cards.v_crm_coverage_flag,V Crm Coverage Flag,STAGE CARDS,Comprehensive Risk Measure Coverage Flag,CRM,Comprehensive Risk Measure
oracle.npofe02p.ods.indv_card_acct_trans_da_feed.config_ds_tx,Config Description Text,INDIVIDUAL CARD ACCOUNT TRANSACTION DATA FEED,Configuration Description Text,CONFIG,Configuration
oracle.npofe02p.ods.pre_arw_trans_da_feed.config_ds_tx,Config Description Text,PRE-STAGE ACCOUNTS RECEIVABLE DATA WAREHOUSE TRANSACTION DATA FEED,Configuration Description Text,CONFIG,Configuration
oracle.npofe02p.ods.portfo_nm_prod_grp_xref.config_ds_tx,Config Description Text,PORTFOLIO NAME PRODUCT GROUP CROSS REFERENCE,Configuration Description Text,CONFIG,Configuration
oracle.npofe02p.ods.pre_arw_trans_da_feed.config_id,Config Identifier,PRE-STAGE ACCOUNTS RECEIVABLE DATA WAREHOUSE TRANSACTION DATA FEED,Configuration Identifier,CONFIG,Configuration
oracle.npofe02p.ods.portfo_nm_prod_grp_xref.config_id,Config Identifier,PORTFOLIO NAME PRODUCT GROUP CROSS REFERENCE,Configuration Identifier,CONFIG,Configuration
oracle.npofe02p.ods.indv_card_acct_trans_da_feed.config_id,Config Identifier,INDIVIDUAL CARD ACCOUNT TRANSACTION DATA FEED,Configuration Identifier,CONFIG,Configuration
oracle.npofe02p.ods.pre_arw_us_acct.config_id,Config Identifier,PRE ACCOUNTS RECEIVABLE WAREHOUSE UNITED STATES ACCOUNT,Configuration Identifier,CONFIG,Configuration
oracle.npofe02p.ods.pre_crt_bus_ctr.dflt_cdn_node_cd,Default Cdn Node Code,PRE-STAGE CRT BUSINESS CENTER,Default Consolidated Data Network Node Code,CDN,Consolidated Data Network
oracle.npofe02p.ods.intl_pre_long_term_invst.cpr_psa_rt,Cpr Psa Rate,INTERNATIONAL PRE-STAGE LONG TERM INVESTMENT,Constant Prepayment Rate Processing Service Agreement Rate,CPR,Constant Prepayment Rate
oracle.npofe02p.ods.intl_ods_long_term_invst.cpr_psa_rt,Cpr Psa Rate,INTERNATIONAL OPERATIONAL DATA STORE LONG TERM INVESTMENT,Constant Prepayment Rate Processing Service Agreement Rate,CPR,Constant Prepayment Rate
oracle.npofe02p.ods.pre_idn_gcp_whse_expsr.cid_prod_ctgy_cd,Cid Product Category Code,PRE-STAGE INFORMATION DELIVERY NETWORK GCP WHOLESALE EXPOSURE,Corporation Identifier Product Category Code,CID,Corporation Identifier
oracle.npofe02p.ods.assess_card_whse_expsr.cid_prod_ctgy_cd,Cid Product Category Code,ASSESSED CARD WHOLESALE EXPOSURE,Corporation Identifier Product Category Code,CID,Corporation Identifier
oracle.npofe02p.ods.rl_expsr_err_smry.rec_cnt,Record Cnt,REGULATORY EXPOSURE ERRANT SUMMARIES,Record Count,CNT,Count
oracle.npofe02p.ods.ods_rwa_stg_swaps_contracts.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE SWAPS CONTRACTS,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.ods_rwa_stg_investments.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE INVESTMENTS,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.ods_rwa_stg_repo_contracts.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE REPURCHASE AGREEMENT CONTRACTS,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.ods_rwa_stg_non_sec_exp_adj.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE NON SECURITY AND EXCHANGE COMMISSION EXPOSURES ADJUSTMENT,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.ods_rr_stg_mm_contracts.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RR STAGE MONEY MARKET CONTRACTS,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.ods_rwa_stg_non_sec_exp.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE NON SECURITY AND EXCHANGE COMMISSION EXPOSURES,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.ods_rbi_stg_investments.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RBI STAGE INVESTMENTS,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.ods_rwa_stg_swaps_cont_adj.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE SWAPS CONTRACTS ADJUSTMENT,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.ods_rwa_stg_repo_cont_adj.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE REPURCHASE AGREEMENT CONTRACTS ADJUSTMENT,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.ods_rwa_stg_investments_adj.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Flag,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE INVESTMENTS ADJUSTMENT,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.rua_stg_forwards.f_bank_ccr_exp_hedge_flag,Banking Book Exposure Or Ccr Hedge Indicator,RESTATEMENT UTILITY APPLICATION STAGE FORWARDS CONTRACT,Banking Book Exposure Or Counterparty Credit Risk Hedge Flag,CCR,Counterparty Credit Risk
oracle.npofe02p.ods.rssdid_lgl_ent_elig_assess.cp_fl_nm,Cp File Name,RSSDID LEGAL ENTITY ELIGIBILITY ASSESSMENT,CP File Name,CP,CP
oracle.npofe02p.ods.rssdid_lgl_ent_elig_assess.cp_vsn_no,Cp Version Number,RSSDID LEGAL ENTITY ELIGIBILITY ASSESSMENT,CP Version Number,CP,CP
oracle.npofe02p.ods.ods_cmn_debt.cra_accrued_interest_am,Cra Accrued Interest Amount,OPERATIONAL DATA STORE COMMON DEBT,CRA Accrued Interest Amount,CRA,CRA
