Full Name,Attribute Name,Entity Name,Business Name,Acronym,Full Term
oracle.npofe02p.ods.fin_inst_idn_acct_ecl.acct_aif_in,Account Aif Indicator,FINANCIAL INSTITUTION INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Account Account In Force Indicator,AIF,Account In Force
oracle.npofe02p.ods.pre_idn_acct_ecl.acct_aif_in,Account Aif Indicator,PRE-STAGE INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Account Account In Force Indicator,AIF,Account In Force
oracle.npofe02p.ods.rua_stg_party_master.v_acquired_channel,Party Acq Channel,RESTATEMENT UTILITY APPLICATION STAGE PARTY MASTER,Party Acquisition Channel,ACQ,Acquisition
oracle.npofe02p.ods.ods_rr_stg_manual_rep_line.v_ads_id,Ads Identifier,OPERATIONAL DATA STORE RR STAGE MANUAL REPEAT LINE,Active Directory Service User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.ods_rr_stg_account_entries.v_ads_id,Ads Identiifer,OPERATIONAL DATA STORE RR STAGE ACCOUNTING ENTRIES,Active Directory Service User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_qtm_term_dep_cntrct.ads_user_id,Ads User Id,PRE-STAGE QUANTUM TERM DEPOSIT CONTRACTS,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.term_dep_cntrct_bal.ads_user_id,Ads User Id,TERM DEPOSIT CONTRACT BALANCE,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_bcd_term_dep_cntrct.ads_user_id,Ads User Id,PRE-STAGE BROKERCD TERM DEPOSIT CONTRACTS,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_gl_trans_rule.ads_user_id,Ads User Identification,PRE-STAGE GENERAL LEDGER TRANSACTION RULE,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_gl_smry_rule.ads_user_id,Ads User Identification,PRE-STAGE GENERAL LEDGER SUMMARY RULE,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_gl_rpt_ctgy_updt.ads_user_id,Ads User Identification,PRE-STAGE GENERAL LEDGER REPORT CATEGORY UPDATE,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.intl_ods_shrt_term_invst.ads_user_id,Ads User Identifier,INTERNATIONAL OPERATIONAL DATA STORE SHORT TERM INVESTMENT,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_tss_dbt_inst_brw_cntrct.ads_user_id,Ads User Identifier,PRE-STAGE TSS DEBT INSTRUMENTS BORROWING CONTRACTS,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_ibs_intra_bank_trans.ads_user_id,Ads User Identifier,PRE-STAGE IBSR INTRA BANK TRANSACTION,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.ods_rr_stg_td_contracts.v_ads_id,Ads User Identifier,OPERATIONAL DATA STORE RR STAGE TERM DEPOSIT CONTRACTS,Active Directory Service User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.ods_rbi_stg_td_contracts.v_ads_id,Ads User Identifier,OPERATIONAL DATA STORE RBI STAGE TERM DEPOSIT CONTRACTS,Active Directory Service User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.gl_trans_entry.ads_user_id,Ads User Identifier,GENERAL LEDGER TRANSACTION ENTRY,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.intl_pre_shrt_term_invst.ads_user_id,Ads User Identifier,INTERNATIONAL PRE-STAGE SHORT TERM INVESTMENT,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_tss_rr_deriv_cntrct.ads_user_id,Ads User Identifier,PRE-STAGE TSS REGULATORY REPORTING DERIVATIVES CONTRACTS,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_dgt_fdic_call_rpt.ads_user_id,Ads User Identifier,PRE-STAGE KEY FEDERAL DEPOSIT INSURANCE CORPORATION CALL REPORT,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.pre_pmy_fdic_call_rpt.ads_user_id,Ads User Identifier,PRE-STAGE PROMONTORY FEDERAL DEPOSIT INSURANCE CORPORATION CALL REPORT,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.reg_rpt_call_rpt_da.ads_user_id,Ads User Identifier,REGULATORY REPORTING CALL REPORT DATA,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.intl_borrowings.ads_user_id,Ads User Identifier,INTERNATIONAL OPERATIONAL DATA STORE BORROWING,Active Directory Services User Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.dgo_config_user.user_ads_id,User Ads Identifier,DATA GOVERNANCE OFFICE CONFIGURATION USER,User Active Directory Services Identifier,ADS,Active Directory Services
oracle.npofe02p.ods.rua_stg_loan_contracts.n_arm_base_rate,Arm Base Rate,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Adjustable Rate Mortgage Base Rate,ARM,Adjustable Rate Mortgage
oracle.npofe02p.ods.rua_stg_loan_contracts.n_neg_amr_limit_percent,Arm Negative Amortization Limit Percent,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Adjustable Rate Mortgage Negative Amortization Limit Percent,ARM,Adjustable Rate Mortgage
oracle.npofe02p.ods.rua_stg_loan_contracts.n_periodic_repay_cap_prcntg,Arm Periodic Pay Cap Percentage,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Adjustable Rate Mortgage Periodic Pay Cap Percentage,ARM,Adjustable Rate Mortgage
oracle.npofe02p.ods.rua_stg_loan_contracts.n_periodic_repay_floor_prcntg,Arm Periodic Pay Floor Percentage,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Adjustable Rate Mortgage Periodic Pay Floor Percentage,ARM,Adjustable Rate Mortgage
oracle.npofe02p.ods.rua_stg_loan_contracts.n_periodic_reprice_cap_prcntg,Arm Periodic Rate Cap,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Adjustable Rate Mortgage Periodic Rate Cap,ARM,Adjustable Rate Mortgage
oracle.npofe02p.ods.rua_stg_loan_contracts.n_periodic_reprice_floor,Arm Periodic Rate Floor,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Adjustable Rate Mortgage Periodic Rate Floor,ARM,Adjustable Rate Mortgage
oracle.npofe02p.ods.rua_stg_loan_contracts.f_orig_arm_option,Original Option Arm Flag,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Original Option Adjustable Rate Mortgage Flag,ARM,Adjustable Rate Mortgage
oracle.npofe02p.ods.ods_rwa_stg_ops_risk_ffiec.n_var_rc_ins_depasm,Risk Based Capital Amount Excl Quant Adj,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE OPERATIONAL RISK FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL SCHEDULE,Risk Based Capital Amount Excl Quant Adjustment,ADJ,Adjustment
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta_invst_fund_apprch_actl_ct,Amlta Investment Fund Approach Actual Count,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach Investment Fund Approach Actual Count,AMLTA,Alternative Modified Look Through Approach
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta_invst_fund_aprch_actl_ct,Amlta Investment Fund Approach Actual Count,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach Investment Fund Approach Actual Count,AMLTA,Alternative Modified Look Through Approach
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta_invst_fund_aprch_expt_ct,Amlta Investment Fund Approach Expected Count,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach Investment Fund Approach Expected Count,AMLTA,Alternative Modified Look Through Approach
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta_invst_fund_apprch_expt_ct,Amlta Investment Fund Approach Expected Count,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach Investment Fund Approach Expected Count,AMLTA,Alternative Modified Look Through Approach
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta1_actl_am,Amlta1 Actual Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 1 Actual Amount,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta1_actl_am,Amlta1 Actual Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 1 Actual Amount,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta1_expt_am,Amlta1 Expected Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 1 Expected Amount,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta1_expt_am,Amlta1 Expected Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 1 Expected Amount,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.equty_expsr_adj.amlta1_rt,Amlta1 Rate,EQUITY EXPOSURE ADJUSTMENT,Alternative Modified Look Through Approach 1 Rate,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.pre_equty_crd_mo_end_expsr.amlta1_rt,Amlta1 Rate,PRE-STAGE EQUITY CARD MONTH END EXPOSURE,Alternative Modified Look Through Approach 1 Rate,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.pre_mnl_equty_adj.amlta1_rt,Amlta1 Rate,PRE-STAGE MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 1 Rate,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.pre_bs_mnl_equty_adj.amlta1_rt,Amlta1 Rate,PRE-STAGE BANK STATEMENT MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 1 Rate,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.equty_mo_end_expsr_r.amlta1_rt,Amlta1 Rate,EQUITY MONTH END EXPOSURE RETROFIT,Alternative Modified Look Through Approach 1 Rate,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.equty_mo_end_expsr.amlta1_rt,Amlta1 Rate,EQUITY MONTH END EXPOSURE,Alternative Modified Look Through Approach 1 Rate,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.pre_equty_gef_mo_end_expsr.amlta1_rt,Amlta1 Rate,PRE-STAGE EQUITY GLOBAL ELECTRONIC FUNDS MONTH END EXPOSURE,Alternative Modified Look Through Approach 1 Rate,AMLTA1,Alternative Modified Look Through Approach 1
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlt10_expt_am,Amlt10 Expected Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through 10 Expected Amount,AMLT10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta10_expt_am,Amlt10 Expected Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through 10 Expected Amount,AMLT10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta10_actl_am,Amlta10 Actual Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 10 Actual Amount,AMLTA10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta10_actl_am,Amlta10 Actual Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 10 Actual Amount,AMLTA10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.equty_mo_end_expsr_r.amlta10_rt,Amlta10 Rate,EQUITY MONTH END EXPOSURE RETROFIT,Alternative Modified Look Through Approach 10 Rate,AMLTA10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.pre_bs_mnl_equty_adj.amlta10_rt,Amlta10 Rate,PRE-STAGE BANK STATEMENT MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 10 Rate,AMLTA10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.pre_mnl_equty_adj.amlta10_rt,Amlta10 Rate,PRE-STAGE MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 10 Rate,AMLTA10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.equty_mo_end_expsr.amlta10_rt,Amlta10 Rate,EQUITY MONTH END EXPOSURE,Alternative Modified Look Through Approach 10 Rate,AMLTA10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.pre_equty_gef_mo_end_expsr.amlta10_rt,Amlta10 Rate,PRE-STAGE EQUITY GLOBAL ELECTRONIC FUNDS MONTH END EXPOSURE,Alternative Modified Look Through Approach 10 Rate,AMLTA10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.equty_expsr_adj.amlta10_rt,Amlta10 Rate,EQUITY EXPOSURE ADJUSTMENT,Alternative Modified Look Through Approach 10 Rate,AMLTA10,Alternative Modified Look Through Approach 10
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta2_actl_am,Amlta2 Actual Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 2 Actual Amount,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta2_actl_am,Amlta2 Actual Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 2 Actual Amount,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta2_expt_am,Amlta2 Expected Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 2 Expected Amount,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta2_expt_am,Amlta2 Expected Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 2 Expected Amount,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.equty_mo_end_expsr_r.amlta2_rt,Amlta2 Rate,EQUITY MONTH END EXPOSURE RETROFIT,Alternative Modified Look Through Approach 2 Rate,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.pre_bs_mnl_equty_adj.amlta2_rt,Amlta2 Rate,PRE-STAGE BANK STATEMENT MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 2 Rate,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.pre_mnl_equty_adj.amlta2_rt,Amlta2 Rate,PRE-STAGE MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 2 Rate,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.equty_expsr_adj.amlta2_rt,Amlta2 Rate,EQUITY EXPOSURE ADJUSTMENT,Alternative Modified Look Through Approach 2 Rate,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.equty_mo_end_expsr.amlta2_rt,Amlta2 Rate,EQUITY MONTH END EXPOSURE,Alternative Modified Look Through Approach 2 Rate,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.pre_equty_crd_mo_end_expsr.amlta2_rt,Amlta2 Rate,PRE-STAGE EQUITY CARD MONTH END EXPOSURE,Alternative Modified Look Through Approach 2 Rate,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.pre_equty_gef_mo_end_expsr.amlta2_rt,Amlta2 Rate,PRE-STAGE EQUITY GLOBAL ELECTRONIC FUNDS MONTH END EXPOSURE,Alternative Modified Look Through Approach 2 Rate,AMLTA2,Alternative Modified Look Through Approach 2
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta3_actl_am,Amlta3 Actual Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 3 Actual Amount,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta3_actl_am,Amlta3 Actual Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 3 Actual Amount,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta3_expt_am,Amlta3 Expected Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 3 Expected Amount,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta3_expt_am,Amlta3 Expected Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 3 Expected Amount,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.pre_bs_mnl_equty_adj.amlta3_rt,Amlta3 Rate,PRE-STAGE BANK STATEMENT MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 3 Rate,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.equty_expsr_adj.amlta3_rt,Amlta3 Rate,EQUITY EXPOSURE ADJUSTMENT,Alternative Modified Look Through Approach 3 Rate,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.pre_equty_gef_mo_end_expsr.amlta3_rt,Amlta3 Rate,PRE-STAGE EQUITY GLOBAL ELECTRONIC FUNDS MONTH END EXPOSURE,Alternative Modified Look Through Approach 3 Rate,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.equty_mo_end_expsr.amlta3_rt,Amlta3 Rate,EQUITY MONTH END EXPOSURE,Alternative Modified Look Through Approach 3 Rate,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.equty_mo_end_expsr_r.amlta3_rt,Amlta3 Rate,EQUITY MONTH END EXPOSURE RETROFIT,Alternative Modified Look Through Approach 3 Rate,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.pre_mnl_equty_adj.amlta3_rt,Amlta3 Rate,PRE-STAGE MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 3 Rate,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.pre_equty_crd_mo_end_expsr.amlta3_rt,Amlta3 Rate,PRE-STAGE EQUITY CARD MONTH END EXPOSURE,Alternative Modified Look Through Approach 3 Rate,AMLTA3,Alternative Modified Look Through Approach 3
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta4_actl_am,Amlta4 Actual Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 4 Actual Amount,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta4_actl_am,Amlta4 Actual Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 4 Actual Amount,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta4_expt_am,Amlta4 Expected Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 4 Expected Amount,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta4_expt_am,Amlta4 Expected Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 4 Expected Amount,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.equty_mo_end_expsr_r.amlta4_rt,Amlta4 Rate,EQUITY MONTH END EXPOSURE RETROFIT,Alternative Modified Look Through Approach 4 Rate,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.pre_mnl_equty_adj.amlta4_rt,Amlta4 Rate,PRE-STAGE MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 4 Rate,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.equty_mo_end_expsr.amlta4_rt,Amlta4 Rate,EQUITY MONTH END EXPOSURE,Alternative Modified Look Through Approach 4 Rate,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.pre_bs_mnl_equty_adj.amlta4_rt,Amlta4 Rate,PRE-STAGE BANK STATEMENT MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 4 Rate,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.equty_expsr_adj.amlta4_rt,Amlta4 Rate,EQUITY EXPOSURE ADJUSTMENT,Alternative Modified Look Through Approach 4 Rate,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.pre_equty_gef_mo_end_expsr.amlta4_rt,Amlta4 Rate,PRE-STAGE EQUITY GLOBAL ELECTRONIC FUNDS MONTH END EXPOSURE,Alternative Modified Look Through Approach 4 Rate,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.pre_equty_crd_mo_end_expsr.amlta4_rt,Amlta4 Rate,PRE-STAGE EQUITY CARD MONTH END EXPOSURE,Alternative Modified Look Through Approach 4 Rate,AMLTA4,Alternative Modified Look Through Approach 4
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta5_actl_am,Amlta5 Actual Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 5 Actual Amount,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta5_actl_am,Amlta5 Actual Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 5 Actual Amount,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta5_expt_am,Amlta5 Expected Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 5 Expected Amount,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta5_expt_am,Amlta5 Expected Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 5 Expected Amount,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.pre_equty_gef_mo_end_expsr.amlta5_rt,Amlta5 Rate,PRE-STAGE EQUITY GLOBAL ELECTRONIC FUNDS MONTH END EXPOSURE,Alternative Modified Look Through Approach 5 Rate,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.pre_equty_crd_mo_end_expsr.amlta5_rt,Amlta5 Rate,PRE-STAGE EQUITY CARD MONTH END EXPOSURE,Alternative Modified Look Through Approach 5 Rate,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.equty_mo_end_expsr.amlta5_rt,Amlta5 Rate,EQUITY MONTH END EXPOSURE,Alternative Modified Look Through Approach 5 Rate,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.pre_bs_mnl_equty_adj.amlta5_rt,Amlta5 Rate,PRE-STAGE BANK STATEMENT MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 5 Rate,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.pre_mnl_equty_adj.amlta5_rt,Amlta5 Rate,PRE-STAGE MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 5 Rate,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.equty_mo_end_expsr_r.amlta5_rt,Amlta5 Rate,EQUITY MONTH END EXPOSURE RETROFIT,Alternative Modified Look Through Approach 5 Rate,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.equty_expsr_adj.amlta5_rt,Amlta5 Rate,EQUITY EXPOSURE ADJUSTMENT,Alternative Modified Look Through Approach 5 Rate,AMLTA5,Alternative Modified Look Through Approach 5
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta6_actl_am,Amlta6 Actual Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 6 Actual Amount,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta6_actl_am,Amlta6 Actual Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 6 Actual Amount,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta6_expt_am,Amlta6 Expected Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 6 Expected Amount,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta6_expt_am,Amlta6 Expected Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 6 Expected Amount,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.pre_mnl_equty_adj.amlta6_rt,Amlta6 Rate,PRE-STAGE MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 6 Rate,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.pre_equty_crd_mo_end_expsr.amlta6_rt,Amlta6 Rate,PRE-STAGE EQUITY CARD MONTH END EXPOSURE,Alternative Modified Look Through Approach 6 Rate,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.pre_equty_gef_mo_end_expsr.amlta6_rt,Amlta6 Rate,PRE-STAGE EQUITY GLOBAL ELECTRONIC FUNDS MONTH END EXPOSURE,Alternative Modified Look Through Approach 6 Rate,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.equty_mo_end_expsr.amlta6_rt,Amlta6 Rate,EQUITY MONTH END EXPOSURE,Alternative Modified Look Through Approach 6 Rate,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.pre_bs_mnl_equty_adj.amlta6_rt,Amlta6 Rate,PRE-STAGE BANK STATEMENT MANUAL EQUITY ADJUSTMENT,Alternative Modified Look Through Approach 6 Rate,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.equty_mo_end_expsr_r.amlta6_rt,Amlta6 Rate,EQUITY MONTH END EXPOSURE RETROFIT,Alternative Modified Look Through Approach 6 Rate,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.equty_expsr_adj.amlta6_rt,Amlta6 Rate,EQUITY EXPOSURE ADJUSTMENT,Alternative Modified Look Through Approach 6 Rate,AMLTA6,Alternative Modified Look Through Approach 6
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta7_actl_am,Amlta7 Actual Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 7 Actual Amount,AMLTA7,Alternative Modified Look Through Approach 7
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta7_actl_am,Amlta7 Actual Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 7 Actual Amount,AMLTA7,Alternative Modified Look Through Approach 7
oracle.npofe02p.ods.equty_expsr_adj_cntl.amlta7_expt_am,Amlta7 Expected Amount,EQUITY EXPOSURE ADJUSTMENT CONTROL,Alternative Modified Look Through Approach 7 Expected Amount,AMLTA7,Alternative Modified Look Through Approach 7
oracle.npofe02p.ods.equty_mo_end_expsr_cntl.amlta7_expt_am,Amlta7 Expected Amount,EQUITY MONTH END EXPOSURE CONTROL,Alternative Modified Look Through Approach 7 Expected Amount,AMLTA7,Alternative Modified Look Through Approach 7
oracle.npofe02p.ods.pre_equty_crd_mo_end_expsr.amlta7_rt,Amlta7 Rate,PRE-STAGE EQUITY CARD MONTH END EXPOSURE,Alternative Modified Look Through Approach 7 Rate,AMLTA7,Alternative Modified Look Through Approach 7
